Word, Length, #Unique Characters, Optimal Guesses Required, Optimal Incorrect Guesses Required, Optimal Guesses, Optimal options at 10, Easy Guesses Required, Easy Incorrect Guesses Required, Easy options at 10
pluralise, 9, 8, 5, 0, e a i r s,0,7,3,0
pluralised, 10, 9, 6, 0, e s d i a l,0,7,3,0
pluralising, 11, 9, 6, 1, e i n g s r,0,7,3,0
pluralism, 9, 8, 9, 3, e i n a l r u p t,0,7,4,0
pluralist, 9, 8, 9, 2, e i n a l r u p t,0,4,2,0
pluralistic, 11, 9, 6, 1, e i t c s l,0,4,2,0
pluralists, 10, 8, 6, 1, e i s t l a,0,4,2,0
plurality, 9, 8, 9, 2, e i n a l r u p t,0,8,4,0
plurals, 7, 6, 6, 3, e i a s o u,0,8,5,0
plus, 4, 4, 8, 5, e a o i u s h l,0,10,8,0
pluses, 6, 5, 7, 4, e r d s u a o,0,10,7,0
plush, 5, 5, 9, 4, e s t a i u h l p,0,16,11,3
plushy, 6, 6, 8, 5, e a i o u s y r,0,9,7,0
pluto, 5, 5, 6, 4, e s a o i u,0,7,5,0
plutocracy, 10, 9, 6, 2, e i o r t a,0,5,2,0
plutocrats, 10, 9, 5, 2, e i o r t,0,3,1,0
plutonic, 8, 8, 7, 3, e i a o c s t,0,6,2,0
plutonium, 9, 8, 5, 1, e i n m l,0,4,2,0
ply, 3, 3, 11, 8, a o e i u y r s h l p,0,15,14,27
plying, 6, 6, 12, 6, e a i n g o u y r s l p,0,15,12,3
plywood, 7, 6, 6, 4, e i a o n d,0,7,6,0
pneumatic, 9, 9, 6, 2, e r s n a u,0,6,1,0
pneumatics, 10, 10, 3, 0, e i n,0,6,1,0
pneumonia, 9, 8, 4, 2, e r s n,0,4,1,0
poach, 5, 5, 10, 6, e s a r l n o y h c,0,12,8,0
poached, 7, 7, 11, 6, e r d l s t c h n o u,0,12,6,0
poacher, 7, 7, 9, 4, e r i l s c h u a,0,8,4,0
poachers, 8, 8, 10, 4, e s r l n h c t o u,0,8,3,0
poaches, 7, 7, 11, 5, e r d s i l c h o u a,0,12,6,0
poaching, 8, 8, 8, 3, e i n g a s c k,0,12,6,0
pock, 4, 4, 11, 7, e a o s l r n y c k p,0,16,13,20
pocked, 6, 6, 11, 5, e r d a o l t c k s p,0,14,10,2
pocket, 6, 6, 10, 4, e r d s t l c k p o,0,12,8,0
pocketbook, 10, 7, 6, 3, e i s a o t,0,4,1,0
pocketed, 8, 7, 9, 2, e d r n c t k p o,0,12,7,0
pocketful, 9, 9, 10, 3, e i r s l f t k c u,0,8,5,0
pocketing, 9, 9, 9, 1, e i n g r o c k t,0,12,6,0
pockets, 7, 7, 10, 3, e s r t l g c k p o,0,12,7,0
pockmarked, 10, 9, 6, 3, e s d t n o,0,6,3,0
pocks, 5, 5, 10, 5, e s a o l r n c k p,0,14,11,9
pod, 3, 3, 7, 4, a o t d s r p,0,16,13,35
podded, 6, 4, 6, 2, e r d o s p,0,11,8,0
podgy, 5, 5, 7, 3, e s a o y d g,0,11,9,11
podia, 5, 5, 7, 4, e s a o g p k,0,5,2,0
podium, 6, 6, 8, 7, e a i n s y l f,0,13,9,2
podiums, 7, 7, 6, 3, e i s n r u,0,7,4,0
pods, 4, 4, 9, 5, e a o s t b d r p,0,16,12,2
poem, 4, 4, 11, 8, e s d r l n h i o p t,0,14,11,2
poems, 5, 5, 7, 3, e s r l o p t,0,8,5,0
poet, 4, 4, 11, 7, e s d r l n h i o p t,0,4,1,0
poetess, 7, 5, 5, 1, e r s o t,0,4,1,0
poetic, 6, 6, 5, 3, e s r n c,0,11,7,0
poetical, 8, 8, 4, 0, e i c t,0,4,0,0
poetically, 10, 9, 6, 0, e i y l a c,0,3,0,0
poetics, 7, 7, 4, 1, e r i s,0,4,1,0
poetise, 7, 6, 5, 1, e r s i t,0,3,1,0
poetry, 6, 6, 5, 1, e s r y t,0,7,4,0
poets, 5, 5, 7, 2, e s r l o p t,0,4,1,0
pogo, 4, 3, 6, 4, e a o l g t,0,16,14,3
pogrom, 6, 5, 6, 3, e a i o r m,0,8,6,0
pogroms, 7, 6, 9, 6, e i a o s n t w m,0,8,5,0
poignancy, 9, 8, 3, 1, e i o,0,5,2,0
poignant, 8, 7, 5, 1, e i a t n,0,5,1,0
poignantly, 10, 9, 6, 1, e i a y t n,0,5,1,0
poikilothermic, 14, 11, 1, 0, i,0,3,1,0
poinsettias, 11, 8, 3, 1, e n r,0,3,0,0
point, 5, 5, 10, 5, e s a o y u i n t p,0,16,11,2
pointblank, 10, 9, 4, 1, e i a t,0,3,1,0
pointed, 7, 7, 11, 4, e r d l s t n a o i p,0,16,9,2
pointedly, 9, 9, 5, 2, e s r i t,0,4,1,0
pointedness, 11, 8, 4, 0, e s d n,0,4,1,0
pointer, 7, 7, 8, 1, e r i s t n p o,0,8,2,0
pointers, 8, 8, 9, 1, e s r l n t i p o,0,6,1,0
pointillism, 11, 8, 6, 1, e i n s l t,0,5,2,0
pointillist, 11, 7, 6, 1, e i n s l t,0,3,2,0
pointing, 8, 6, 8, 2, e i n g t p r o,0,16,11,2
pointless, 9, 8, 6, 1, e s n l t u,0,6,1,0
pointlessly, 11, 9, 3, 0, e i s,0,5,1,0
pointlessness, 13, 8, 2, 0, i n,0,4,1,0
points, 6, 6, 10, 5, e a i s l n g t p r,0,16,10,2
pointy, 6, 6, 9, 4, e a i s y r t n o,0,7,3,0
poise, 5, 5, 8, 3, e a o s r u i p,0,7,3,0
poised, 6, 6, 11, 7, e r d a o l t c b g p,0,7,3,0
poises, 6, 5, 8, 3, e r d s u o i p,0,7,3,0
poising, 7, 6, 7, 3, e i n g l r s,0,7,3,0
poison, 6, 5, 7, 3, e a i s y n o,0,5,3,0
poisoned, 8, 7, 6, 2, e s i r d l,0,8,3,0
poisoner, 8, 7, 5, 1, e s i r l,0,8,2,0
poisoning, 9, 6, 3, 1, e i n,0,5,3,0
poisonings, 10, 6, 3, 1, e i s,0,5,3,0
poisonous, 9, 6, 3, 1, e i o,0,5,3,0
poisons, 7, 5, 6, 3, e i r l n o,0,5,3,0
poke, 4, 4, 9, 6, e a o r l d n p s,0,16,13,12
poked, 5, 5, 8, 4, e s d a o p r l,0,16,12,12
poker, 5, 5, 12, 7, e s d r a i o w v n k p,0,18,14,9
pokerfaced, 10, 9, 6, 2, e r n s d p,0,4,1,0
pokers, 6, 6, 11, 5, e s r a i o w v n k p,0,18,13,8
pokes, 5, 5, 9, 5, e s a i o d p r l,0,16,12,8
poking, 6, 6, 9, 4, e a i n g o p s r,0,16,12,9
poky, 4, 4, 12, 9, e a o s l r n y d b f p,3,16,14,20
poland, 6, 6, 9, 4, e a s i t n d l p,0,8,5,0
polar, 5, 5, 7, 2, e s a o l r p,0,14,10,2
polarisation, 12, 9, 7, 0, i t n o a s l,0,8,1,0
polarisations, 13, 9, 7, 0, i s t a n o l,0,8,1,0
polarise, 8, 8, 5, 0, e a i o l,0,8,2,0
polarised, 9, 9, 7, 0, e s d i a o l,0,8,2,0
polarising, 10, 9, 8, 1, e i n g a o s l,0,8,2,0
polarities, 10, 9, 9, 0, e s a i t o l r p,0,14,6,0
polarity, 8, 8, 11, 3, e i n s a y t o l r p,0,14,8,0
polder, 6, 6, 9, 3, e r a i o l d s p,0,16,10,3
pole, 4, 4, 8, 4, e a o r l v s p,0,16,12,4
polecat, 7, 7, 5, 2, e a r m t,0,3,0,0
polecats, 8, 8, 7, 2, e r i a o s p,0,3,0,0
poled, 5, 5, 8, 3, e s d a o p r l,0,11,7,0
polemic, 7, 7, 7, 2, e a i c m o t,0,5,2,0
polemical, 9, 8, 4, 1, e i s l,0,5,1,0
polemicist, 10, 9, 3, 0, e i s,0,4,1,0
polemics, 8, 8, 6, 2, e r i n c s,0,7,3,0
poles, 5, 5, 9, 4, e s a i o d p r l,0,16,11,3
polestar, 8, 8, 7, 0, e r o a t s l,0,10,3,0
polevaulting, 12, 11, 7, 2, i n g r s t l,0,3,0,0
poleward, 8, 8, 5, 1, e r o a m,0,9,5,0
polewards, 9, 9, 9, 1, e i r s w o d a l,0,9,4,0
police, 6, 6, 7, 2, e l a i p o t,0,10,6,0
policed, 7, 7, 7, 1, e r d l i c p,0,7,4,0
policeman, 9, 9, 4, 2, e s r i,0,4,1,0
policemen, 9, 8, 4, 3, e r d s,0,5,2,0
polices, 7, 7, 8, 3, e r d s i c o n,0,10,5,0
policewoman, 11, 10, 3, 0, e n i,0,4,1,0
policewomen, 11, 9, 3, 1, e r n,0,4,2,0
policies, 8, 7, 7, 3, e s i t f p a,0,10,5,0
policing, 8, 7, 9, 5, e i n g r a s o t,0,6,3,0
policy, 6, 6, 10, 5, e a i n s y o l p t,0,10,7,0
policyholder, 12, 10, 3, 0, i e d,0,4,2,0
policyholders, 13, 11, 5, 0, i e s r y,0,4,2,0
polio, 5, 4, 8, 6, e s a o t g p n,0,15,12,2
poliomyelitis, 13, 9, 1, 0, i,0,3,1,0
polish, 6, 6, 8, 3, e a i n s h o l,0,10,5,0
polished, 8, 8, 9, 3, e s t i h d a p n,0,8,4,0
polisher, 8, 8, 7, 2, e s t i h d r,0,8,3,0
polishers, 9, 8, 6, 1, e s r t h i,0,6,3,0
polishes, 8, 7, 7, 2, e s i h a p n,0,7,3,0
polishing, 9, 8, 9, 4, e i n g t f s h v,0,7,3,0
polishings, 10, 8, 3, 1, e i s,0,5,3,0
politburo, 9, 8, 4, 2, e i a l,0,4,2,0
polite, 6, 6, 7, 1, e l a i p o t,0,5,1,0
politely, 8, 7, 5, 1, e s t y l,0,5,1,0
politeness, 10, 8, 4, 0, e s n l,0,4,1,0
politer, 7, 7, 4, 0, e r i p,0,8,3,0
politesse, 9, 7, 3, 0, e i s,0,4,1,0
politest, 8, 7, 4, 0, e s t i,0,4,1,0
politic, 7, 6, 6, 1, e i c t l o,0,7,4,0
political, 9, 7, 5, 2, e i s a l,0,4,1,0
politically, 11, 8, 3, 1, e i l,0,4,1,0
politician, 10, 8, 6, 2, e i t o p m,0,5,1,0
politicians, 11, 9, 4, 1, e i o s,0,4,1,0
politicisation, 14, 9, 5, 0, i n o a s,0,3,1,0
politicise, 10, 8, 3, 1, e a i,0,5,1,0
politicised, 11, 9, 5, 0, e i d s c,0,5,1,0
politicising, 12, 9, 5, 0, i n s t g,0,5,2,0
politicking, 11, 9, 5, 1, e i n g t,0,5,2,0
politics, 8, 7, 4, 2, e i n t,0,6,3,0
polity, 6, 6, 10, 4, e a i n s y o l p t,0,10,6,0
polka, 5, 5, 7, 3, e s a o g p k,0,16,12,2
polkas, 6, 6, 6, 2, e a l u o s,0,10,6,0
poll, 4, 3, 8, 5, e a o s l t r p,0,11,9,1
pollarded, 9, 7, 7, 1, e s d o a r l,0,10,5,0
polled, 6, 5, 7, 3, e r d a o l t,0,11,7,0
pollen, 6, 5, 8, 5, e r d s t n a l,0,10,6,0
pollens, 7, 6, 6, 3, e s r t l y,0,7,3,0
pollinate, 9, 8, 5, 0, e a t i l,0,6,0,0
pollinated, 10, 9, 8, 1, e s d t a i n l,0,6,0,0
pollinating, 11, 8, 7, 1, e i n g t a l,0,6,1,0
pollination, 11, 7, 7, 1, e i n t o a l,0,10,4,0
pollinator, 10, 8, 8, 1, e i a l r t o n,0,6,1,0
pollinators, 11, 9, 6, 1, e i a s r o,0,6,1,0
polling, 7, 6, 9, 4, e i n g a o r l t,0,10,6,0
polls, 5, 4, 8, 4, e s a o l t r p,0,11,8,0
pollster, 8, 7, 6, 2, e s t r i a,0,7,3,0
pollsters, 9, 7, 6, 1, e s r t i l,0,7,3,0
pollutant, 9, 7, 6, 2, e i a o u l,0,4,1,0
pollutants, 10, 8, 6, 2, e i o a u l,0,4,1,0
pollute, 7, 6, 7, 2, e a i u o t p,0,10,6,0
polluted, 8, 7, 7, 3, e s d a o c t,0,10,6,0
polluter, 8, 7, 10, 4, e s d r i a o t u p,0,10,5,0
polluters, 9, 8, 7, 0, e s r o t u p,0,10,4,0
pollutes, 8, 7, 8, 2, e s i a u o t p,0,10,5,0
polluting, 9, 8, 10, 3, e i n g r a u o t p,0,10,5,0
pollution, 9, 7, 6, 2, e i n o t a,0,5,2,0
pollutions, 10, 8, 7, 1, e i s o n t u,0,5,2,0
polo, 4, 3, 5, 3, e a o l s,0,10,8,0
polonaise, 9, 8, 3, 0, e a i,0,4,1,0
polonaises, 10, 8, 3, 0, e s o,0,5,1,0
poloneck, 8, 7, 5, 2, e s t l k,0,7,4,0
polonies, 8, 7, 7, 0, e s i o n l p,0,12,6,0
polonium, 8, 7, 5, 3, e i n a s,0,5,3,0
polony, 6, 5, 9, 4, e a i o s n y l p,0,12,9,1
poltergeist, 11, 9, 3, 0, e r l,0,2,0,0
poltergeists, 12, 9, 4, 0, i t s g,0,2,0,0
poltroon, 8, 6, 7, 5, e i a o k t d,0,6,3,0
polyandry, 9, 8, 5, 2, e i a o y,0,6,3,0
polyatomic, 10, 9, 4, 1, e i o p,0,4,1,0
polycarbonate, 13, 11, 3, 1, i e l,0,3,0,0
polychromatic, 13, 11, 5, 0, i a m t c,0,4,1,0
polychrome, 10, 9, 4, 2, e a i o,0,4,2,0
polycotton, 10, 7, 5, 2, e i o t c,0,6,3,0
polycrystalline, 15, 12, 2, 0, i t,0,2,0,0
polycyclic, 10, 6, 4, 1, e i o c,0,5,3,0
polyester, 9, 8, 4, 0, e s t r,0,7,3,0
polyesters, 10, 8, 4, 0, e s t r,0,6,3,0
polyethylene, 12, 8, 2, 1, i e,0,1,0,0
polygamous, 10, 9, 7, 2, e i o u s g y,0,4,2,0
polygamy, 8, 7, 7, 3, e i a o r l m,0,8,6,0
polyglot, 8, 6, 5, 4, e i a o r,0,4,2,0
polyglots, 9, 7, 6, 4, e i a o s r,0,5,3,0
polygon, 7, 6, 7, 4, e i a o t n g,0,8,6,0
polygonal, 9, 7, 4, 2, e i a o,0,4,2,0
polygons, 8, 7, 7, 4, e i a o s r l,0,8,5,0
polygraph, 9, 8, 6, 3, e i a o u h,0,8,5,0
polygynous, 10, 8, 7, 2, e i o u s g y,0,6,4,0
polygyny, 8, 6, 6, 4, e i a o u y,0,6,4,0
polyhedra, 9, 9, 4, 1, e s r y,0,4,1,0
polyhedral, 10, 9, 5, 1, e i o a l,0,6,3,0
polyhedron, 10, 9, 4, 1, e i o r,0,6,3,0
polymath, 8, 8, 7, 3, e i a o r l m,0,7,4,0
polymer, 7, 7, 6, 2, e r i l o t,0,10,6,0
polymerase, 10, 9, 4, 1, e a r t,0,3,1,0
polymerases, 11, 9, 4, 1, e r a t,0,3,1,0
polymeric, 9, 9, 6, 1, e s r i c o,0,5,2,0
polymerisation, 14, 12, 9, 0, i n o t a s r e l,0,10,1,0
polymerised, 11, 10, 6, 1, e r a s i l,0,10,4,0
polymers, 8, 8, 5, 0, e s r l p,0,10,5,0
polymorphic, 11, 9, 3, 1, e i o,0,4,3,0
polymorphism, 12, 9, 6, 1, i n r s h p,0,5,3,0
polymorphisms, 13, 9, 3, 0, i s o,0,4,3,0
polymorphous, 12, 9, 3, 2, i e o,0,4,3,0
polynomial, 10, 8, 4, 1, e i n o,0,4,2,0
polynomially, 12, 8, 3, 1, i e l,0,4,2,0
polynomials, 11, 9, 4, 1, e i s o,0,4,2,0
polyp, 5, 4, 5, 3, e s a o y,0,11,9,1
polypeptide, 11, 8, 4, 1, e a i p,0,4,1,0
polypeptides, 12, 9, 5, 0, i t s o e,0,4,1,0
polyphonic, 10, 8, 4, 1, e i o p,0,5,3,0
polyphony, 9, 6, 6, 4, e i a o s n,0,6,4,0
polypropylene, 13, 7, 2, 1, i e,0,1,0,0
polyps, 6, 5, 6, 4, e a i o u y,0,10,7,0
polysaccharide, 14, 12, 3, 0, i r e,0,3,1,0
polysaccharides, 15, 12, 2, 0, i o,0,2,1,0
polystyrene, 11, 9, 2, 0, e s,0,2,0,0
polysyllabic, 12, 9, 3, 0, i o l,0,5,2,0
polysyllable, 12, 8, 5, 1, i e a b l,0,5,2,0
polysyllables, 13, 8, 6, 2, i e t b a l,0,4,1,0
polytechnic, 11, 10, 7, 0, e n i h c t y,0,5,1,0
polytechnics, 12, 11, 8, 0, i n c s h e t y,0,5,1,0
polytheism, 10, 10, 6, 0, e s i h t o,0,4,1,0
polytheist, 10, 9, 6, 0, e s i h t o,0,4,1,0
polytheistic, 12, 10, 7, 0, i c t s e h o,0,4,1,0
polytheists, 11, 9, 6, 0, e i s h t o,0,4,1,0
polythene, 9, 8, 3, 0, e p l,0,2,0,0
polytopes, 9, 7, 5, 1, e s i o l,0,5,2,0
polyunsaturated, 15, 12, 6, 1, i e r t a s,0,7,1,0
polyunsaturates, 15, 11, 6, 1, i e r t a s,0,7,1,0
polyurethane, 12, 11, 3, 1, i e n,0,2,0,0
pomade, 6, 6, 9, 5, e l i a t r m d n,0,11,7,0
pomades, 7, 7, 6, 1, e r d s a m,0,11,6,0
pomegranate, 11, 9, 3, 1, e i a,0,3,0,0
pomegranates, 12, 10, 3, 1, i e r,0,3,0,0
pomelo, 6, 5, 7, 4, e s n l y u m,0,8,6,0
pomp, 4, 3, 12, 10, e a o s l r n y c t m b,6,16,13,20
pompadour, 9, 7, 4, 2, e i a o,0,4,2,0
pompeii, 7, 5, 7, 5, e s r n l a i,0,5,2,0
pompey, 6, 5, 10, 7, e r d s t n y l o k,0,12,10,3
pomposity, 9, 7, 8, 3, e i n a o y t m,0,7,3,0
pompous, 7, 5, 9, 6, e i a o s n t w m,0,12,10,2
pompously, 9, 7, 5, 3, e i a o s,0,7,5,0
pompousness, 11, 7, 5, 0, e s n u o,0,6,3,0
ponce, 5, 5, 9, 6, e a o s r g l c i,0,6,3,0
poncho, 6, 5, 4, 3, e a i o,0,5,4,0
pond, 4, 4, 9, 5, e a o s l r n d p,0,16,12,3
ponder, 6, 6, 12, 6, e r a i o l t d n y w p,0,16,10,4
pondered, 8, 6, 6, 2, e d r o w l,0,16,10,2
pondering, 9, 8, 9, 2, e i n g r a d o w,0,16,9,2
ponderous, 9, 8, 6, 1, e i r u s o,0,8,3,0
ponderously, 11, 10, 3, 0, e n o,0,4,2,0
ponders, 7, 7, 9, 4, e s r a i o l d w,0,16,9,2
ponds, 5, 5, 11, 6, e s a o l r n g k d p,0,16,11,2
ponies, 6, 6, 9, 3, e r d s l i o n p,0,14,9,1
pontiff, 7, 6, 6, 2, e i n s o t,0,6,2,0
pontiffs, 8, 7, 6, 1, e i s n o t,0,6,2,0
pontifical, 10, 9, 7, 2, e i s l n a c,0,4,1,0
pontificate, 11, 9, 3, 0, e a t,0,3,0,0
pontificated, 12, 10, 5, 1, i c a f y,0,4,0,0
pontificating, 13, 9, 2, 0, i n,0,4,1,0
pontification, 13, 8, 4, 0, i n a t,0,6,1,0
pontifications, 14, 9, 3, 0, i s n,0,6,1,0
pontoon, 7, 4, 7, 4, e i a o b n t,0,4,2,0
pontoons, 8, 5, 6, 3, e i a o s t,0,4,2,0
pony, 4, 4, 11, 7, e a o s l r n d y t p,0,16,13,7
ponytail, 8, 8, 5, 1, e i a o n,0,6,1,0
pooch, 5, 4, 7, 5, e s a o y h t,0,9,7,0
pooches, 7, 6, 9, 4, e r d s i l c h o,0,9,5,0
poodle, 6, 5, 8, 3, e l a u i o d p,0,11,7,0
poodles, 7, 6, 7, 2, e r d s n o l,0,11,6,0
poof, 4, 3, 9, 6, e a o l m f w r p,0,16,13,14
pooh, 4, 3, 10, 8, e a o l m f t n p r,0,9,7,0
pool, 4, 3, 7, 4, e a o l w t p,0,16,13,4
pooled, 6, 5, 8, 3, e r d a o l t p,0,15,11,2
pooling, 7, 6, 9, 3, e i n g a o l t p,0,15,11,2
pools, 5, 4, 8, 4, e s a o l w t p,0,16,12,3
poolside, 8, 7, 6, 1, e a i o d s,0,7,3,0
poop, 4, 2, 9, 7, e a o l m f t n p,0,16,14,14
poor, 4, 3, 10, 7, e a o l m f t n p r,0,16,13,3
poorer, 6, 4, 4, 1, e r s o,0,8,5,0
poorest, 7, 6, 7, 2, e s t i a o r,0,8,3,0
poorly, 6, 5, 7, 4, e a i o y l g,0,8,6,0
poorness, 8, 6, 9, 4, e s n a l i u o r,0,8,3,0
poorspirited, 12, 8, 2, 0, i s,0,4,1,0
pop, 3, 2, 7, 5, a o t d b w p,0,16,14,35
popcorn, 7, 5, 7, 4, e i a o s c n,0,9,6,0
pope, 4, 3, 8, 5, e a o r l d n p,0,16,13,12
popes, 5, 4, 7, 3, e s a i o d p,0,16,12,8
popeyed, 7, 5, 7, 3, e r d n t y o,0,8,6,0
poplar, 6, 5, 5, 2, e a l u o,0,10,6,0
poplars, 7, 6, 7, 2, e i a s o r l,0,10,5,0
popmusic, 8, 7, 5, 2, e i a o p,0,7,4,0
popped, 6, 4, 11, 7, e r d a o l t c b g p,0,16,12,10
popper, 6, 4, 12, 8, e r a i o l t d c h g p,0,16,12,3
poppet, 6, 4, 11, 8, e r d s t l c n b p u,0,16,12,2
poppies, 7, 5, 9, 4, e r d s i o l b p,0,16,11,3
popping, 7, 5, 12, 7, e i n g a o r l t b s p,0,16,12,11
poppy, 5, 3, 11, 8, e s a o y d l r b f p,0,16,14,11
poppycock, 9, 5, 6, 5, e i a o s n,0,7,6,0
pops, 4, 3, 9, 6, e a o s t b d w p,0,16,13,23
populace, 8, 7, 5, 1, e a t c p,0,10,6,0
popular, 7, 6, 9, 3, e i a o r l u d p,0,12,8,0
popularisation, 14, 10, 10, 0, i n o t a s r l u p,0,11,3,0
popularisations, 15, 10, 5, 0, i s n r o,0,3,1,0
popularise, 10, 9, 9, 0, e a i l u s r o p,0,11,4,0
popularised, 11, 10, 5, 0, e i s d r,0,11,3,0
popularising, 12, 10, 11, 1, i t s g n r l o a u p,0,11,4,0
popularity, 10, 9, 11, 2, e i n t a y r l u o p,0,12,6,0
popularly, 9, 7, 10, 3, e i a o s y l r u p,0,12,8,0
populate, 8, 7, 8, 1, e a t i o l u p,0,12,7,0
populated, 9, 8, 8, 2, e s d n a t l o,0,11,5,0
populating, 10, 9, 10, 1, e i n g a o t l u p,0,12,6,0
population, 10, 8, 5, 1, e i n o p,0,12,6,0
populations, 11, 9, 10, 1, e i s o t n u a l p,0,12,5,0
populism, 8, 7, 9, 5, e i n s t h m o y,0,9,6,0
populist, 8, 7, 8, 3, e i n s t o l a,0,10,5,0
populists, 9, 7, 7, 2, e i s t o l a,0,10,5,0
populous, 8, 5, 7, 4, e i a o s r l,0,7,5,0
popup, 5, 3, 8, 5, e s a o y u m p,0,13,11,11
porcelain, 9, 9, 5, 1, e i s n l,0,6,1,0
porch, 5, 5, 10, 7, e s a o y u i h t p,0,12,8,0
porches, 7, 7, 10, 4, e r s a u i h c o t,0,8,4,0
porcine, 7, 7, 5, 1, e a i o c,0,8,3,0
porcupine, 9, 8, 6, 1, e a i o u n,0,6,2,0
porcupines, 10, 9, 7, 1, e s a i o u n,0,6,2,0
pore, 4, 4, 9, 5, e a o r y w t s p,0,16,12,7
pored, 5, 5, 7, 2, e s d a o p r,0,16,11,3
pores, 5, 5, 8, 3, e s a i o d p r,0,16,11,4
poring, 6, 6, 9, 3, e a i n g o p s r,0,16,11,3
pork, 4, 4, 12, 8, e a o s l r n t k y w p,0,16,13,8
porkchop, 8, 6, 8, 3, e i a o r k h p,0,8,6,0
porker, 6, 5, 7, 3, e r a o k y w,0,16,12,5
porky, 5, 5, 11, 6, e s a o y d l r n k p,0,14,12,4
porn, 4, 4, 10, 6, e a o s l r n w t p,0,16,12,4
porno, 5, 4, 8, 5, e s a o t g p n,0,6,4,0
pornographer, 12, 8, 5, 1, i e r h p,0,6,2,0
pornographers, 13, 9, 6, 1, i e s r h p,0,4,1,0
pornographic, 12, 9, 2, 0, i o,0,4,2,0
pornography, 11, 8, 5, 2, e i o y r,0,4,2,0
porns, 5, 5, 8, 3, e s a o l r n p,0,14,10,2
porosity, 8, 7, 6, 2, e i n s y o,0,7,3,0
porous, 6, 5, 7, 3, e a i o s r u,0,8,5,0
porphyritic, 11, 8, 2, 1, e i,0,4,2,0
porphyry, 8, 5, 6, 4, e i a o u y,0,8,6,0
porpoise, 8, 6, 7, 2, e a i o s r t,0,5,2,0
porpoises, 9, 6, 6, 1, e s o i r t,0,6,3,0
porridge, 8, 7, 7, 3, e a i l o n g,0,9,5,0
port, 4, 4, 9, 5, e a o s l r n t p,0,15,12,3
portability, 11, 9, 5, 2, e i n a t,0,4,1,0
portable, 8, 8, 10, 3, e a l b i u o r t s,0,7,3,0
portables, 9, 9, 7, 1, e s i o t r a,0,7,2,0
portage, 7, 7, 7, 1, e a t g o p s,0,8,3,0
portal, 6, 6, 8, 3, e a l i o r m t,0,14,9,1
portals, 7, 7, 7, 3, e i a s o r m,0,14,8,0
portcullis, 10, 9, 4, 1, e i o c,0,5,2,0
portcullises, 12, 10, 3, 0, i t c,0,3,1,0
ported, 6, 6, 10, 5, e r d a u o f n t s,0,11,6,0
portend, 7, 7, 5, 1, e s r n t,0,7,3,0
portended, 9, 7, 6, 1, e s d n o t,0,6,2,0
portending, 10, 9, 6, 1, e i n g o m,0,6,1,0
portends, 8, 8, 4, 0, e s n t,0,6,2,0
portent, 7, 6, 5, 1, e s r n t,0,6,2,0
portentous, 10, 8, 6, 1, e i s r u o,0,4,1,0
portentously, 12, 10, 4, 1, i e o r,0,3,1,0
portents, 8, 7, 4, 0, e s n t,0,6,2,0
porter, 6, 5, 9, 5, e r a o k s g m t,0,8,4,0
porterage, 9, 7, 4, 0, e a o t,0,3,0,0
porters, 7, 6, 9, 4, e s r a o k f d t,0,8,3,0
portfolio, 9, 7, 4, 2, e i a o,0,4,2,0
porthole, 8, 7, 8, 3, e a i o r l h m,0,7,4,0
portholes, 9, 8, 8, 2, e s i o l h r m,0,7,3,0
portico, 7, 6, 7, 5, e i n s y a o,0,4,2,0
porting, 7, 7, 11, 5, e i n g a o r f w t s,0,8,3,0
portion, 7, 6, 6, 2, e i n a o t,0,5,2,0
portions, 8, 7, 6, 2, e i s n a o,0,5,2,0
portly, 6, 6, 9, 5, e a i o u y l t s,0,9,6,0
portmanteau, 11, 9, 4, 1, e s t a,0,3,0,0
portmanteaus, 12, 10, 3, 1, i e a,0,3,0,0
portrait, 8, 6, 6, 2, e i a o n t,0,5,1,0
portraitist, 11, 7, 4, 2, e i n a,0,2,1,0
portraits, 9, 7, 7, 2, e i n a s o t,0,5,1,0
portraiture, 11, 8, 3, 0, e a i,0,5,0,0
portray, 7, 6, 5, 2, e i a o r,0,7,4,0
portrayal, 9, 7, 4, 2, e i a t,0,3,1,0
portrayals, 10, 8, 6, 2, e i o a t r,0,6,3,0
portrayed, 9, 8, 7, 2, e s d n a t r,0,8,3,0
portraying, 10, 9, 7, 1, e i n g a o t,0,8,2,0
portrays, 8, 7, 5, 2, e i a o r,0,7,3,0
ports, 5, 5, 9, 4, e s a o l r n t p,0,15,11,2
portugal, 8, 8, 8, 2, e i a o l u t r,0,7,4,0
pose, 4, 4, 9, 5, e a o r l d n p s,0,11,8,0
posed, 5, 5, 6, 1, e s r d o p,0,11,7,0
poseidon, 8, 7, 4, 1, e r i s,0,5,2,0
poser, 5, 5, 7, 2, e s r a i o p,0,10,6,0
posers, 6, 5, 5, 0, e s r o p,0,10,6,0
poses, 5, 4, 5, 1, e s o r p,0,14,11,2
poseur, 6, 6, 5, 2, e s t l u,0,8,4,0
poseurs, 7, 6, 5, 2, e a i o s,0,7,4,0
posh, 4, 4, 8, 4, e a o s t y h p,0,16,12,2
posies, 6, 5, 8, 4, e r d s h a i o,0,7,3,0
posing, 6, 6, 8, 2, e a i n g o p s,0,11,7,0
posit, 5, 5, 6, 3, e s y o i n,0,7,3,0
posited, 7, 7, 6, 3, e r d l s v,0,7,2,0
positing, 8, 7, 7, 3, e i n g r a s,0,7,2,0
